Funder ID,Status,Company Location,Company Size,Annual Revenue,Year Incorporated,Industry Sector,Lease Term,Lease Amount,Equipment Type,Business Type,Previous Lease History,Application Date
3,approved,NS,1-50,3113075,1994,Service Industry,2,177990.35929704626,Computers,Corporation,No,2022-01-14
4,denied,NS,1-50,3113075,1994,Service Industry,2,177990.35929704626,Computers,Corporation,No,2022-01-14
2,approved,NS,1-50,4206458,2022,Construction & Transportation,2,40752.05091048663,Software,Corporation,No,2017-10-24
1,approved,NS,51-100,8021431,1998,Landscaping & Agriculture,4,150875.56711868153,Heavy Machinery,Corporation,Yes,2023-11-17
3,approved,NS,51-100,8021431,1998,Landscaping & Agriculture,4,150875.56711868153,Heavy Machinery,Corporation,Yes,2023-11-17
4,approved,NS,51-100,8021431,1998,Landscaping & Agriculture,4,150875.56711868153,Heavy Machinery,Corporation,Yes,2023-11-17
1,approved,NB,1-50,1243362,2004,Service Industry,2,179544.60643403037,POS Systems,Corporation,Yes,2015-04-10
2,approved,NB,1-50,1243362,2004,Service Industry,2,179544.60643403037,POS Systems,Corporation,Yes,2015-04-10
3,approved,NB,1-50,1243362,2004,Service Industry,2,179544.60643403037,POS Systems,Corporation,Yes,2015-04-10
4,approved,NB,1-50,1243362,2004,Service Industry,2,179544.60643403037,POS Systems,Corporation,Yes,2015-04-10
1,approved,NS,51-100,4946955,1994,Healthcare & Wellness,1,165226.78469051686,,Corporation,No,2015-10-21
3,approved,NS,51-100,4946955,1994,Healthcare & Wellness,1,165226.78469051686,,Corporation,No,2015-10-21
4,approved,NS,51-100,4946955,1994,Healthcare & Wellness,1,165226.78469051686,,Corporation,No,2015-10-21
2,approved,NS,51-100,8727302,2013,Landscaping & Agriculture,2,106800.85106612963,Technology,Corporation,No,2017-08-23
1,approved,PEI,1-50,2899380,1996,Service Industry,3,161339.57147838204,,Corporation,Yes,2015-10-13
2,approved,PEI,1-50,2899380,1996,Service Industry,3,161339.57147838204,,Corporation,Yes,2015-10-13
3,approved,PEI,1-50,2899380,1996,Service Industry,3,161339.57147838204,,Corporation,Yes,2015-10-13
4,approved,PEI,1-50,2899380,1996,Service Industry,3,161339.57147838204,,Corporation,Yes,2015-10-13
1,approved,NB,1-50,1084895,2011,Landscaping & Agriculture,2,115567.73478936551,Heavy Machinery,Corporation,Yes,2020-09-15
2,approved,NB,1-50,1084895,2011,Landscaping & Agriculture,2,115567.73478936551,Heavy Machinery,Corporation,Yes,2020-09-15
3,approved,NB,1-50,1084895,2011,Landscaping & Agriculture,2,115567.73478936551,Heavy Machinery,Corporation,Yes,2020-09-15
4,denied,NB,1-50,1084895,2011,Landscaping & Agriculture,2,115567.73478936551,Heavy Machinery,Corporation,Yes,2020-09-15
1,approved,NB,1-50,1649298,2003,Construction & Transportation,3,153106.45392207478,Construction Vehicles,Corporation,Yes,2024-07-12
3,approved,NB,1-50,1649298,2003,Construction & Transportation,3,153106.45392207478,Construction Vehicles,Corporation,Yes,2024-07-12
1,denied,NB,51-100,9756707,1992,Landscaping & Agriculture,4,129190.6513455453,Heavy Machinery,Corporation,No,2024-04-12
3,approved,NB,51-100,9756707,1992,Landscaping & Agriculture,4,129190.6513455453,Heavy Machinery,Corporation,No,2024-04-12
4,approved,NB,51-100,9756707,1992,Landscaping & Agriculture,4,129190.6513455453,Heavy Machinery,Corporation,No,2024-04-12
1,approved,NS,51-100,2536849,2014,Construction & Transportation,2,103536.08684470039,Safety Equipment,Corporation,No,2019-01-07
1,approved,PEI,1-50,1169715,2021,Service Industry,3,130460.54123457013,Other,Corporation,Yes,2022-07-22
2,approved,PEI,1-50,1169715,2021,Service Industry,3,130460.54123457013,Other,Corporation,Yes,2022-07-22
3,approved,PEI,1-50,1169715,2021,Service Industry,3,130460.54123457013,Other,Corporation,Yes,2022-07-22
4,approved,PEI,1-50,1169715,2021,Service Industry,3,130460.54123457013,Other,Corporation,Yes,2022-07-22
1,denied,NS,1-50,2638071,2022,Industrial & Material Handling,1,173021.26167633533,Other,Corporation,Yes,2024-01-26
3,denied,NS,1-50,2638071,2022,Industrial & Material Handling,1,173021.26167633533,Other,Corporation,Yes,2024-01-26
4,approved,NS,1-50,2638071,2022,Industrial & Material Handling,1,173021.26167633533,Other,Corporation,Yes,2024-01-26
1,denied,NB,51-100,6332570,2021,Industrial & Material Handling,1,182266.9347268645,Other,Corporation,No,2019-09-05
3,approved,NB,51-100,6332570,2021,Industrial & Material Handling,1,182266.9347268645,Other,Corporation,No,2019-09-05
4,approved,NB,51-100,6332570,2021,Industrial & Material Handling,1,182266.9347268645,Other,Corporation,No,2019-09-05
2,approved,NB,51-100,3923237,2001,Industrial & Material Handling,2,73893.09971952473,Compututing Systems,Corporation,Yes,2015-11-13
1,approved,PEI,1-50,1115996,1998,Landscaping & Agriculture,5,148560.25635148273,,Corporation,No,2019-06-21
2,approved,PEI,1-50,1115996,1998,Landscaping & Agriculture,5,148560.25635148273,,Corporation,No,2019-06-21
3,approved,PEI,1-50,1115996,1998,Landscaping & Agriculture,5,148560.25635148273,,Corporation,No,2019-06-21
4,approved,PEI,1-50,1115996,1998,Landscaping & Agriculture,5,148560.25635148273,,Corporation,No,2019-06-21
2,approved,NB,1-50,4628212,1995,Industrial & Material Handling,5,134583.08991880523,Compututing Systems,Corporation,No,2023-04-05
1,approved,NB,1-50,2143764,2022,Construction & Transportation,3,162803.83087279007,Transport Machinery,Corporation,No,2017-04-14
3,approved,NB,1-50,2143764,2022,Construction & Transportation,3,162803.83087279007,Transport Machinery,Corporation,No,2017-04-14
1,approved,NS,1-50,2263365,2008,Healthcare & Wellness,2,118258.09280318288,Medical Devices,Corporation,No,2019-07-19
2,approved,NS,1-50,2263365,2008,Healthcare & Wellness,2,118258.09280318288,Medical Devices,Corporation,No,2019-07-19
3,denied,NS,1-50,2263365,2008,Healthcare & Wellness,2,118258.09280318288,Medical Devices,Corporation,No,2019-07-19
4,approved,NS,1-50,2263365,2008,Healthcare & Wellness,2,118258.09280318288,Medical Devices,Corporation,No,2019-07-19
1,approved,NS,51-100,7820686,1999,Construction & Transportation,2,180437.53977918226,Construction Vehicles,Corporation,No,2023-02-17
1,approved,NS,1-50,2890093,2017,Construction & Transportation,4,99564.58450569453,Safety Equipment,Corporation,No,2023-02-08
3,approved,NS,1-50,2890093,2017,Construction & Transportation,4,99564.58450569453,Safety Equipment,Corporation,No,2023-02-08
1,approved,NS,1-50,3712167,2007,Industrial & Material Handling,3,137667.62856475325,Material Handling Equipment,Corporation,Yes,2019-12-18
2,approved,NS,1-50,3712167,2007,Industrial & Material Handling,3,137667.62856475325,Material Handling Equipment,Corporation,Yes,2019-12-18
3,approved,NS,1-50,3712167,2007,Industrial & Material Handling,3,137667.62856475325,Material Handling Equipment,Corporation,Yes,2019-12-18
4,approved,NS,1-50,3712167,2007,Industrial & Material Handling,3,137667.62856475325,Material Handling Equipment,Corporation,Yes,2019-12-18
1,approved,NB,1-50,3031878,2007,Industrial & Material Handling,5,144791.63582640621,Manufacturing Tools,Corporation,No,2018-10-05
2,approved,NB,1-50,3031878,2007,Industrial & Material Handling,5,144791.63582640621,Manufacturing Tools,Corporation,No,2018-10-05
3,approved,NB,1-50,3031878,2007,Industrial & Material Handling,5,144791.63582640621,Manufacturing Tools,Corporation,No,2018-10-05
4,approved,NB,1-50,3031878,2007,Industrial & Material Handling,5,144791.63582640621,Manufacturing Tools,Corporation,No,2018-10-05
1,approved,NB,1-50,2647989,2006,Construction & Transportation,5,157938.84365256657,Construction Vehicles,Corporation,Yes,2018-05-09
3,approved,NB,1-50,2647989,2006,Construction & Transportation,5,157938.84365256657,Construction Vehicles,Corporation,Yes,2018-05-09
1,approved,NB,51-100,7726275,2003,Healthcare & Wellness,2,146861.15513023178,,Corporation,Yes,2020-05-04
3,approved,NB,51-100,7726275,2003,Healthcare & Wellness,2,146861.15513023178,,Corporation,Yes,2020-05-04
4,approved,NB,51-100,7726275,2003,Healthcare & Wellness,2,146861.15513023178,,Corporation,Yes,2020-05-04
1,approved,NS,1-50,3504749,2014,Construction & Transportation,2,25954.194215094227,Transport Machinery,Corporation,Yes,2017-02-16
1,approved,NB,1-50,2233173,2000,Landscaping & Agriculture,5,71378.1900128575,,Corporation,No,2024-04-25
2,approved,NB,1-50,2233173,2000,Landscaping & Agriculture,5,71378.1900128575,,Corporation,No,2024-04-25
3,approved,NB,1-50,2233173,2000,Landscaping & Agriculture,5,71378.1900128575,,Corporation,No,2024-04-25
4,approved,NB,1-50,2233173,2000,Landscaping & Agriculture,5,71378.1900128575,,Corporation,No,2024-04-25
1,approved,PEI,1-50,2620871,1997,Service Industry,5,64427.62878882921,Service Machinery,Corporation,Yes,2021-11-19
2,approved,PEI,1-50,2620871,1997,Service Industry,5,64427.62878882921,Service Machinery,Corporation,Yes,2021-11-19
3,approved,PEI,1-50,2620871,1997,Service Industry,5,64427.62878882921,Service Machinery,Corporation,Yes,2021-11-19
4,approved,PEI,1-50,2620871,1997,Service Industry,5,64427.62878882921,Service Machinery,Corporation,Yes,2021-11-19
2,approved,NB,100+,19730597,1981,Landscaping & Agriculture,1,69842.36896424841,Technology,Corporation,No,2024-09-19
2,approved,PEI,1-50,4080467,2013,Landscaping & Agriculture,1,33350.40333627688,Technology,Corporation,No,2022-06-16
3,approved,PEI,1-50,4080467,2013,Landscaping & Agriculture,1,33350.40333627688,Technology,Corporation,No,2022-06-16
1,approved,NS,51-100,8229345,2009,Industrial & Material Handling,1,153826.44033712283,Material Handling Equipment,Corporation,No,2019-10-23
3,approved,NS,51-100,8229345,2009,Industrial & Material Handling,1,153826.44033712283,Material Handling Equipment,Corporation,No,2019-10-23
4,approved,NS,51-100,8229345,2009,Industrial & Material Handling,1,153826.44033712283,Material Handling Equipment,Corporation,No,2019-10-23
1,approved,NS,1-50,3793137,2014,Service Industry,4,114271.70861619999,,Corporation,Yes,2024-09-19
3,approved,NS,1-50,3793137,2014,Service Industry,4,114271.70861619999,,Corporation,Yes,2024-09-19
4,approved,NS,1-50,3793137,2014,Service Industry,4,114271.70861619999,,Corporation,Yes,2024-09-19
1,approved,NB,51-100,7468647,2010,Industrial & Material Handling,4,223256.1836837117,Other,Corporation,Yes,2016-06-22
3,approved,NB,51-100,7468647,2010,Industrial & Material Handling,4,223256.1836837117,Other,Corporation,Yes,2016-06-22
4,approved,NB,51-100,7468647,2010,Industrial & Material Handling,4,223256.1836837117,Other,Corporation,Yes,2016-06-22
1,approved,NS,51-100,5206775,2004,Healthcare & Wellness,2,76383.49480221605,Computers,Corporation,Yes,2020-05-01
3,approved,NS,51-100,5206775,2004,Healthcare & Wellness,2,76383.49480221605,Computers,Corporation,Yes,2020-05-01
4,approved,NS,51-100,5206775,2004,Healthcare & Wellness,2,76383.49480221605,Computers,Corporation,Yes,2020-05-01
2,approved,NB,100+,39206403,1980,Landscaping & Agriculture,5,141687.66476694206,Technology,Corporation,Yes,2015-02-16
2,approved,NS,100+,47045433,1973,Construction & Transportation,3,162989.3760603433,Software,Corporation,No,2022-04-26
1,approved,NB,1-50,1275476,1995,Industrial & Material Handling,5,80689.24480481428,Manufacturing Tools,Corporation,Yes,2019-11-29
3,approved,NB,1-50,1275476,1995,Industrial & Material Handling,5,80689.24480481428,Manufacturing Tools,Corporation,Yes,2019-11-29
4,approved,NB,1-50,1275476,1995,Industrial & Material Handling,5,80689.24480481428,Manufacturing Tools,Corporation,Yes,2019-11-29
1,approved,NS,51-100,7885112,1999,Construction & Transportation,1,142985.58473276993,Transport Machinery,Corporation,Yes,2020-06-26
2,approved,NB,51-100,8263085,1991,Construction & Transportation,5,139979.6451564992,Technology,Corporation,No,2021-08-11
1,approved,NS,51-100,6722559,2016,Service Industry,2,201947.15370736056,Service Machinery,Corporation,Yes,2023-08-11
3,approved,NS,51-100,6722559,2016,Service Industry,2,201947.15370736056,Service Machinery,Corporation,Yes,2023-08-11
4,approved,NS,51-100,6722559,2016,Service Industry,2,201947.15370736056,Service Machinery,Corporation,Yes,2023-08-11
1,approved,NS,1-50,4412688,2014,Healthcare & Wellness,1,162586.49836148566,,Corporation,Yes,2017-03-10
2,denied,NS,1-50,4412688,2014,Healthcare & Wellness,1,162586.49836148566,,Corporation,Yes,2017-03-10
3,approved,NS,1-50,4412688,2014,Healthcare & Wellness,1,162586.49836148566,,Corporation,Yes,2017-03-10
4,denied,NS,1-50,4412688,2014,Healthcare & Wellness,1,162586.49836148566,,Corporation,Yes,2017-03-10
1,approved,NS,1-50,4783492,1995,Healthcare & Wellness,5,159515.69503280302,,Corporation,No,2016-04-15
2,approved,NS,1-50,4783492,1995,Healthcare & Wellness,5,159515.69503280302,,Corporation,No,2016-04-15
3,approved,NS,1-50,4783492,1995,Healthcare & Wellness,5,159515.69503280302,,Corporation,No,2016-04-15
4,approved,NS,1-50,4783492,1995,Healthcare & Wellness,5,159515.69503280302,,Corporation,No,2016-04-15
1,approved,NB,1-50,3590847,2005,Healthcare & Wellness,3,195268.64529017737,Medical Devices,Corporation,No,2015-07-10
3,approved,NB,1-50,3590847,2005,Healthcare & Wellness,3,195268.64529017737,Medical Devices,Corporation,No,2015-07-10
4,approved,NB,1-50,3590847,2005,Healthcare & Wellness,3,195268.64529017737,Medical Devices,Corporation,No,2015-07-10
1,approved,PEI,1-50,4493229,1991,Healthcare & Wellness,2,134808.34638816275,Computers,Corporation,Yes,2021-04-08
2,approved,PEI,1-50,4493229,1991,Healthcare & Wellness,2,134808.34638816275,Computers,Corporation,Yes,2021-04-08
3,approved,PEI,1-50,4493229,1991,Healthcare & Wellness,2,134808.34638816275,Computers,Corporation,Yes,2021-04-08
4,approved,PEI,1-50,4493229,1991,Healthcare & Wellness,2,134808.34638816275,Computers,Corporation,Yes,2021-04-08
1,approved,NB,1-50,1794230,1999,Healthcare & Wellness,2,25457.538713553862,Medical Devices,Corporation,Yes,2015-05-13
2,approved,NB,1-50,1794230,1999,Healthcare & Wellness,2,25457.538713553862,Medical Devices,Corporation,Yes,2015-05-13
3,approved,NB,1-50,1794230,1999,Healthcare & Wellness,2,25457.538713553862,Medical Devices,Corporation,Yes,2015-05-13
4,approved,NB,1-50,1794230,1999,Healthcare & Wellness,2,25457.538713553862,Medical Devices,Corporation,Yes,2015-05-13
1,approved,PEI,1-50,1104651,2017,Landscaping & Agriculture,5,132375.99380755622,Landscaping Tools,Corporation,Yes,2024-03-04
2,approved,PEI,1-50,1104651,2017,Landscaping & Agriculture,5,132375.99380755622,Landscaping Tools,Corporation,Yes,2024-03-04
3,approved,PEI,1-50,1104651,2017,Landscaping & Agriculture,5,132375.99380755622,Landscaping Tools,Corporation,Yes,2024-03-04
4,approved,PEI,1-50,1104651,2017,Landscaping & Agriculture,5,132375.99380755622,Landscaping Tools,Corporation,Yes,2024-03-04
1,approved,NS,1-50,3464289,1995,Healthcare & Wellness,4,99930.20821515397,,Corporation,No,2017-02-28
2,approved,NS,1-50,3464289,1995,Healthcare & Wellness,4,99930.20821515397,,Corporation,No,2017-02-28
3,approved,NS,1-50,3464289,1995,Healthcare & Wellness,4,99930.20821515397,,Corporation,No,2017-02-28
4,approved,NS,1-50,3464289,1995,Healthcare & Wellness,4,99930.20821515397,,Corporation,No,2017-02-28
1,approved,NS,1-50,2067780,2016,Construction & Transportation,1,124824.68336556395,Construction Vehicles,Corporation,Yes,2016-02-02
3,approved,NS,1-50,2067780,2016,Construction & Transportation,1,124824.68336556395,Construction Vehicles,Corporation,Yes,2016-02-02
2,approved,PEI,1-50,1553959,2020,Landscaping & Agriculture,4,127503.94771759334,Technology,Corporation,Yes,2017-02-08
1,approved,PEI,100+,14500896,1997,Industrial & Material Handling,4,171049.39204300466,,Corporation,Yes,2020-08-17
3,approved,PEI,100+,14500896,1997,Industrial & Material Handling,4,171049.39204300466,,Corporation,Yes,2020-08-17
4,approved,PEI,100+,14500896,1997,Industrial & Material Handling,4,171049.39204300466,,Corporation,Yes,2020-08-17
1,approved,NS,100+,40498965,1959,Healthcare & Wellness,1,155447.05242438606,Medical Devices,Corporation,No,2022-05-25
3,approved,NS,100+,40498965,1959,Healthcare & Wellness,1,155447.05242438606,Medical Devices,Corporation,No,2022-05-25
4,approved,NS,100+,40498965,1959,Healthcare & Wellness,1,155447.05242438606,Medical Devices,Corporation,No,2022-05-25
1,approved,PEI,1-50,2563047,1997,Industrial & Material Handling,3,85260.93627862062,Heavy Tools,Corporation,No,2022-06-16
2,approved,PEI,1-50,2563047,1997,Industrial & Material Handling,3,85260.93627862062,Heavy Tools,Corporation,No,2022-06-16
3,approved,PEI,1-50,2563047,1997,Industrial & Material Handling,3,85260.93627862062,Heavy Tools,Corporation,No,2022-06-16
4,approved,PEI,1-50,2563047,1997,Industrial & Material Handling,3,85260.93627862062,Heavy Tools,Corporation,No,2022-06-16
1,approved,PEI,1-50,4302648,1998,Industrial & Material Handling,3,169962.60526106777,Material Handling Equipment,Corporation,Yes,2020-01-06
2,approved,PEI,1-50,4302648,1998,Industrial & Material Handling,3,169962.60526106777,Material Handling Equipment,Corporation,Yes,2020-01-06
3,approved,PEI,1-50,4302648,1998,Industrial & Material Handling,3,169962.60526106777,Material Handling Equipment,Corporation,Yes,2020-01-06
4,approved,PEI,1-50,4302648,1998,Industrial & Material Handling,3,169962.60526106777,Material Handling Equipment,Corporation,Yes,2020-01-06
1,approved,NS,1-50,4370762,2018,Industrial & Material Handling,1,95965.36304367955,Manufacturing Tools,Corporation,Yes,2024-04-11
2,approved,NS,1-50,4370762,2018,Industrial & Material Handling,1,95965.36304367955,Manufacturing Tools,Corporation,Yes,2024-04-11
3,approved,NS,1-50,4370762,2018,Industrial & Material Handling,1,95965.36304367955,Manufacturing Tools,Corporation,Yes,2024-04-11
4,approved,NS,1-50,4370762,2018,Industrial & Material Handling,1,95965.36304367955,Manufacturing Tools,Corporation,Yes,2024-04-11
1,approved,NS,1-50,2500565,2012,Construction & Transportation,4,77575.12577382688,Transport Machinery,Corporation,No,2016-03-14
1,approved,NS,51-100,4539743,2000,Service Industry,5,167248.87691742025,Other,Corporation,Yes,2018-07-11
3,approved,NS,51-100,4539743,2000,Service Industry,5,167248.87691742025,Other,Corporation,Yes,2018-07-11
4,approved,NS,51-100,4539743,2000,Service Industry,5,167248.87691742025,Other,Corporation,Yes,2018-07-11
1,approved,NS,51-100,2965124,1991,Industrial & Material Handling,4,92348.44425405216,Heavy Tools,Corporation,No,2017-09-26
3,approved,NS,51-100,2965124,1991,Industrial & Material Handling,4,92348.44425405216,Heavy Tools,Corporation,No,2017-09-26
4,approved,NS,51-100,2965124,1991,Industrial & Material Handling,4,92348.44425405216,Heavy Tools,Corporation,No,2017-09-26
1,approved,NS,51-100,6569264,2022,Service Industry,5,107456.65523973574,,Corporation,No,2022-03-01
3,approved,NS,51-100,6569264,2022,Service Industry,5,107456.65523973574,,Corporation,No,2022-03-01
4,approved,NS,51-100,6569264,2022,Service Industry,5,107456.65523973574,,Corporation,No,2022-03-01
1,approved,PEI,51-100,4440281,2019,Healthcare & Wellness,3,71170.29710936765,Computers,Corporation,No,2015-03-09
3,approved,PEI,51-100,4440281,2019,Healthcare & Wellness,3,71170.29710936765,Computers,Corporation,No,2015-03-09
4,approved,PEI,51-100,4440281,2019,Healthcare & Wellness,3,71170.29710936765,Computers,Corporation,No,2015-03-09
2,approved,NB,1-50,2782013,1998,Construction & Transportation,3,125173.86934738237,Software,Corporation,No,2020-06-03
1,approved,NS,1-50,2752003,1997,Service Industry,3,250000.0,,Corporation,Yes,2015-06-16
2,approved,NS,1-50,2752003,1997,Service Industry,3,250000.0,,Corporation,Yes,2015-06-16
3,approved,NS,1-50,2752003,1997,Service Industry,3,250000.0,,Corporation,Yes,2015-06-16
4,approved,NS,1-50,2752003,1997,Service Industry,3,250000.0,,Corporation,Yes,2015-06-16
1,denied,NS,51-100,4639513,2006,Landscaping & Agriculture,1,78843.72760859292,Heavy Machinery,Corporation,Yes,2024-02-02
3,approved,NS,51-100,4639513,2006,Landscaping & Agriculture,1,78843.72760859292,Heavy Machinery,Corporation,Yes,2024-02-02
4,approved,NS,51-100,4639513,2006,Landscaping & Agriculture,1,78843.72760859292,Heavy Machinery,Corporation,Yes,2024-02-02
1,denied,NB,1-50,1171165,1996,Construction & Transportation,2,133198.5192212594,Construction Vehicles,Corporation,No,2018-07-25
3,approved,NB,1-50,1171165,1996,Construction & Transportation,2,133198.5192212594,Construction Vehicles,Corporation,No,2018-07-25
1,approved,NB,51-100,6053565,2011,Industrial & Material Handling,4,100785.7532996153,Heavy Tools,Corporation,No,2019-02-11
3,approved,NB,51-100,6053565,2011,Industrial & Material Handling,4,100785.7532996153,Heavy Tools,Corporation,No,2019-02-11
4,approved,NB,51-100,6053565,2011,Industrial & Material Handling,4,100785.7532996153,Heavy Tools,Corporation,No,2019-02-11
1,approved,NB,1-50,1752881,2004,Construction & Transportation,3,172498.58577742567,Transport Machinery,Corporation,Yes,2015-08-26
3,approved,NB,1-50,1752881,2004,Construction & Transportation,3,172498.58577742567,Transport Machinery,Corporation,Yes,2015-08-26
1,approved,NS,51-100,7057806,2013,Industrial & Material Handling,1,103153.96063324469,,Corporation,No,2017-08-15
3,approved,NS,51-100,7057806,2013,Industrial & Material Handling,1,103153.96063324469,,Corporation,No,2017-08-15
4,approved,NS,51-100,7057806,2013,Industrial & Material Handling,1,103153.96063324469,,Corporation,No,2017-08-15
1,approved,NS,51-100,9372318,2010,Service Industry,5,128306.1173630265,,Corporation,Yes,2021-02-26
3,approved,NS,51-100,9372318,2010,Service Industry,5,128306.1173630265,,Corporation,Yes,2021-02-26
4,approved,NS,51-100,9372318,2010,Service Industry,5,128306.1173630265,,Corporation,Yes,2021-02-26
2,denied,NS,1-50,2814529,2022,Landscaping & Agriculture,5,131610.54621328524,Technology,Corporation,Yes,2021-05-07
3,approved,NS,1-50,2814529,2022,Landscaping & Agriculture,5,131610.54621328524,Technology,Corporation,Yes,2021-05-07
1,approved,NB,1-50,2989332,1994,Service Industry,3,117257.62604485253,,Corporation,No,2021-09-23
2,approved,NB,1-50,2989332,1994,Service Industry,3,117257.62604485253,,Corporation,No,2021-09-23
3,approved,NB,1-50,2989332,1994,Service Industry,3,117257.62604485253,,Corporation,No,2021-09-23
4,approved,NB,1-50,2989332,1994,Service Industry,3,117257.62604485253,,Corporation,No,2021-09-23
1,approved,PEI,1-50,4462133,2011,Healthcare & Wellness,5,73180.0792864761,Computers,Corporation,No,2017-08-03
2,approved,PEI,1-50,4462133,2011,Healthcare & Wellness,5,73180.0792864761,Computers,Corporation,No,2017-08-03
3,approved,PEI,1-50,4462133,2011,Healthcare & Wellness,5,73180.0792864761,Computers,Corporation,No,2017-08-03
4,approved,PEI,1-50,4462133,2011,Healthcare & Wellness,5,73180.0792864761,Computers,Corporation,No,2017-08-03
2,approved,NS,51-100,9299690,2013,Industrial & Material Handling,1,148491.70965251542,Compututing Systems,Corporation,Yes,2022-08-19
1,approved,NS,51-100,9096753,2009,Service Industry,3,57707.70339181096,,Corporation,No,2015-11-09
3,approved,NS,51-100,9096753,2009,Service Industry,3,57707.70339181096,,Corporation,No,2015-11-09
4,approved,NS,51-100,9096753,2009,Service Industry,3,57707.70339181096,,Corporation,No,2015-11-09
1,denied,PEI,51-100,7338231,1999,Landscaping & Agriculture,1,121848.88765369818,,Corporation,Yes,2023-07-28
3,denied,PEI,51-100,7338231,1999,Landscaping & Agriculture,1,121848.88765369818,,Corporation,Yes,2023-07-28
4,approved,PEI,51-100,7338231,1999,Landscaping & Agriculture,1,121848.88765369818,,Corporation,Yes,2023-07-28
1,approved,PEI,1-50,3243267,1996,Service Industry,2,134983.30093912562,POS Systems,Corporation,No,2020-09-04
2,approved,PEI,1-50,3243267,1996,Service Industry,2,134983.30093912562,POS Systems,Corporation,No,2020-09-04
3,approved,PEI,1-50,3243267,1996,Service Industry,2,134983.30093912562,POS Systems,Corporation,No,2020-09-04
4,approved,PEI,1-50,3243267,1996,Service Industry,2,134983.30093912562,POS Systems,Corporation,No,2020-09-04
1,approved,PEI,1-50,1509686,2010,Healthcare & Wellness,5,173412.18133371155,Computers,Corporation,No,2016-09-26
2,approved,PEI,1-50,1509686,2010,Healthcare & Wellness,5,173412.18133371155,Computers,Corporation,No,2016-09-26
3,approved,PEI,1-50,1509686,2010,Healthcare & Wellness,5,173412.18133371155,Computers,Corporation,No,2016-09-26
4,approved,PEI,1-50,1509686,2010,Healthcare & Wellness,5,173412.18133371155,Computers,Corporation,No,2016-09-26
2,approved,NS,100+,20581101,1977,Healthcare & Wellness,3,144334.99192313405,Software,Corporation,Yes,2024-06-24
1,approved,NS,51-100,4078632,2005,Industrial & Material Handling,4,161070.1115195695,Manufacturing Tools,Corporation,No,2024-03-21
3,denied,NS,51-100,4078632,2005,Industrial & Material Handling,4,161070.1115195695,Manufacturing Tools,Corporation,No,2024-03-21
4,approved,NS,51-100,4078632,2005,Industrial & Material Handling,4,161070.1115195695,Manufacturing Tools,Corporation,No,2024-03-21
1,approved,NS,51-100,6191897,2009,Service Industry,4,145301.7429680463,Computers,Corporation,No,2023-07-21
3,approved,NS,51-100,6191897,2009,Service Industry,4,145301.7429680463,Computers,Corporation,No,2023-07-21
4,approved,NS,51-100,6191897,2009,Service Industry,4,145301.7429680463,Computers,Corporation,No,2023-07-21
2,approved,NS,100+,48808959,1985,Industrial & Material Handling,4,56371.086271752414,Compututing Systems,Corporation,Yes,2015-01-07
1,approved,NS,51-100,4021005,2010,Industrial & Material Handling,5,135852.67721834572,Other,Corporation,Yes,2018-01-12
3,approved,NS,51-100,4021005,2010,Industrial & Material Handling,5,135852.67721834572,Other,Corporation,Yes,2018-01-12
4,approved,NS,51-100,4021005,2010,Industrial & Material Handling,5,135852.67721834572,Other,Corporation,Yes,2018-01-12
1,approved,PEI,1-50,2475790,2000,Construction & Transportation,1,97687.21715787615,Transport Machinery,Corporation,No,2022-11-25
3,approved,PEI,1-50,2475790,2000,Construction & Transportation,1,97687.21715787615,Transport Machinery,Corporation,No,2022-11-25
2,approved,PEI,1-50,1805850,2014,Industrial & Material Handling,2,56703.36259821666,Compututing Systems,Corporation,Yes,2020-01-27
1,approved,NS,1-50,4379047,1990,Healthcare & Wellness,1,58983.96943353946,Medical Devices,Corporation,No,2019-09-26
3,approved,NS,1-50,4379047,1990,Healthcare & Wellness,1,58983.96943353946,Medical Devices,Corporation,No,2019-09-26
4,approved,NS,1-50,4379047,1990,Healthcare & Wellness,1,58983.96943353946,Medical Devices,Corporation,No,2019-09-26
1,approved,NB,51-100,4353015,2011,Construction & Transportation,3,135153.34564663403,Safety Equipment,Corporation,No,2024-07-19
1,approved,PEI,1-50,2608113,2016,Industrial & Material Handling,2,79190.43188508188,Other,Corporation,Yes,2017-08-04
2,approved,PEI,1-50,2608113,2016,Industrial & Material Handling,2,79190.43188508188,Other,Corporation,Yes,2017-08-04
3,approved,PEI,1-50,2608113,2016,Industrial & Material Handling,2,79190.43188508188,Other,Corporation,Yes,2017-08-04
4,approved,PEI,1-50,2608113,2016,Industrial & Material Handling,2,79190.43188508188,Other,Corporation,Yes,2017-08-04
2,approved,NS,51-100,9936071,1999,Construction & Transportation,2,76901.85669805399,Technology,Corporation,Yes,2015-08-26
2,approved,NS,51-100,6151026,1994,Landscaping & Agriculture,3,130763.85207780694,Technology,Corporation,No,2018-10-19
1,approved,NB,100+,24100587,1966,Healthcare & Wellness,1,75686.74640542174,,Corporation,No,2017-07-10
3,approved,NB,100+,24100587,1966,Healthcare & Wellness,1,75686.74640542174,,Corporation,No,2017-07-10
4,approved,NB,100+,24100587,1966,Healthcare & Wellness,1,75686.74640542174,,Corporation,No,2017-07-10
2,approved,PEI,1-50,4203228,2016,Construction & Transportation,1,115193.08318961195,Software,Corporation,No,2020-09-04
